Ohio State,34.7
Clemson,30
Alabama,29
LSU,26.2
Georgia,24.4
Penn State,23.8
Oregon,22.4
Oklahoma,22.2
Auburn,21.4
Florida,21
Wisconsin,19.9
Michigan,19.5
Utah,18.5
Notre Dame,17.7
Iowa,14.6
Iowa State,14.3
Texas A&M,13.9
Washington,13.9
Minnesota,13.7
UCF,12.4
Baylor,11.8
USC,10.5
Texas,10.1
Oklahoma State,9.7
Mich. St.,9.5
Miss St,9.4
Cincinnati,9.2
Missouri,9
Miami,8.9
Kansas State,8.9
Washington St,8.8
S Carolina,8.2
TCU,7.6
Tennessee,7.5
Indiana,7.5
Boise State,7.2
Virginia,7.1
Memphis,7
Louisiana,6.3
SMU,5.6
Air Force,5.6
Navy,5.5
Appalachian St,5.2
Kentucky,5.2
Florida State,5.2
North Carolina,5.2
Arizona State,5
Ole Miss,4.7
UCLA,4
Wake Forest,4
Texas Tech,3.4
Cal,3.2
BYU,3.2
Tulane,2.9
Pittsburgh,2.8
Stanford,2.6
Duke,2.1
Virginia Tech,1.3
Nebraska,1
Louisville,0.9
FAU,0.8
Illinois,0.3
W Michigan,0.2
Purdue,-0.4
Boston College,-0.4
Oregon St,-0.5
Wyoming,-0.9
Arizona,-1.1
Utah State,-1.3
Fresno State,-1.4
Houston,-1.9
Southern Miss,-2.1
Colorado,-2.3
LA Tech,-2.3
San Diego State,-2.5
Army,-3.4
Maryland,-3.6
West Virginia,-3.8
Tulsa,-4
Syracuse,-4.3
Northwestern,-4.3
Hawai'i,-4.5
Temple,-4.7
Marshall,-4.7
NC State,-4.8
Arkansas State,-4.9
W Kentucky,-5.2
Ball State,-5.7
USF,-6.3
Ohio,-6.7
Buffalo,-6.7
Ga Southern,-6.8
Toledo,-6.8
Troy,-6.8
Georgia Tech,-7.3
Georgia State,-7.4
Arkansas,-7.9
Vanderbilt,-8
Cent Michigan,-8.4
North Texas,-8.5
Kansas,-8.6
Mid Tennessee,-8.8
Liberty,-8.8
Miami (OH),-9.2
N Illinois,-9.3
Colorado State,-9.6
San Jose State,-9.7
UAB,-10.1
Florida Intl,-10.8
Kent State,-11
UL Monroe,-11.6
East Carolina,-11.7
E Michigan,-12
C. Carolina,-12
Charlotte,-13.1
UNLV,-14.6
Nevada,-15.5
Texas State,-16
New Mexico,-17.1
Rutgers,-17.1
Rice,-17.8
UTSA,-20.1
Bowling Green,-21.8
Old Dominion,-21.9
South Alabama,-22.3
New Mexico St,-22.8
UConn,-24.7
UTEP,-26.1
Akron,-28.5
UMass,-35.9
