Ohio State,33.8
Alabama,30.3
Clemson,29
LSU,25.4
Penn State,24.8
Georgia,23.7
Oklahoma,22.7
Oregon,22.4
Auburn,21.4
Wisconsin,20.2
Florida,19.4
Michigan,19.3
Utah,18.6
Notre Dame,16.1
Washington,14.5
Texas A&M,14.2
Iowa,14
UCF,13.6
Iowa State,13.3
Minnesota,12.9
Baylor,11.1
Mich. St.,10.9
USC,10.5
Washington St,10.5
Texas,10.2
Missouri,9.8
Oklahoma State,9.4
S Carolina,9.1
Miss St,9
Kansas State,8.6
Cincinnati,8.2
Boise State,8.2
TCU,8.2
Virginia,7.9
Miami,7.6
Indiana,7.5
Tennessee,7.3
Memphis,6.6
SMU,6.3
Kentucky,5.8
Wake Forest,5.7
Navy,5.5
Air Force,5.5
Arizona State,5.3
North Carolina,5.1
Florida State,4.9
Appalachian St,4.5
UCLA,4.3
Ole Miss,4.3
BYU,4.1
Duke,4
Louisiana,3.9
Stanford,3.2
Pittsburgh,2.9
Tulane,2.9
Cal,2.1
Louisville,1.9
Texas Tech,1.8
Nebraska,0.7
W Michigan,0.6
Boston College,0.1
Virginia Tech,-0.1
Oregon St,-0.3
Purdue,-0.4
FAU,-0.5
San Diego State,-0.7
Fresno State,-1
Illinois,-1.1
Arizona,-1.4
Houston,-1.5
Utah State,-1.6
Wyoming,-1.6
Maryland,-2.3
West Virginia,-2.4
Colorado,-2.5
NC State,-3.5
Hawai'i,-4
Syracuse,-4
Southern Miss,-4.2
Northwestern,-4.2
LA Tech,-4.6
Marshall,-4.9
Arkansas State,-5.2
Army,-5.2
Tulsa,-5.3
Ga Southern,-5.4
USF,-5.5
Temple,-5.6
Arkansas,-5.7
Vanderbilt,-5.9
Ohio,-6
Ball State,-6
Toledo,-6.2
Georgia State,-6.4
North Texas,-6.6
Buffalo,-6.9
W Kentucky,-7
Kansas,-8.3
Cent Michigan,-8.4
Troy,-8.5
Mid Tennessee,-8.5
Georgia Tech,-8.5
UAB,-8.6
N Illinois,-9.3
Colorado State,-9.3
Florida Intl,-9.6
Liberty,-9.6
C. Carolina,-9.7
San Jose State,-10.1
Miami (OH),-10.3
Kent State,-11.4
E Michigan,-11.8
Charlotte,-13
East Carolina,-13
UL Monroe,-13
UNLV,-14.2
Texas State,-15.7
Rutgers,-17.2
Nevada,-17.3
New Mexico,-17.4
Rice,-18.2
UTSA,-20.4
New Mexico St,-21.7
Old Dominion,-21.9
Bowling Green,-22.1
South Alabama,-23.1
UConn,-23.7
UTEP,-26.8
Akron,-28.5
UMass,-34.6
