Ohio State,33.2
Clemson,30.7
Alabama,29.2
LSU,25.8
Georgia,24.6
Penn State,23
Michigan,22
Florida,21.5
Auburn,21.3
Oregon,21.1
Oklahoma,20.9
Utah,20.5
Wisconsin,20.3
Notre Dame,19.9
Texas A&M,15.3
Iowa,14.1
Minnesota,14
Iowa State,12.9
Baylor,12.6
Washington,12.5
USC,11.9
UCF,11.8
Texas,9.9
Memphis,9.9
Boise State,9.6
Oklahoma State,9.5
Washington St,9.4
TCU,8.7
Mich. St.,8.6
Miss St,8.5
Tennessee,8.4
Missouri,7.9
Miami,7.8
Kansas State,7.6
S Carolina,7.6
Louisiana,7.6
Virginia,7.4
Kentucky,7.3
Indiana,7.3
Cincinnati,7.1
Appalachian St,6.6
Air Force,6.2
Arizona State,6.1
North Carolina,5.4
SMU,5.3
Virginia Tech,5.1
Florida State,5
Navy,4.9
Ole Miss,4.8
Nebraska,4.2
Wake Forest,3.6
Texas Tech,3.2
Louisville,3.2
BYU,3.1
Tulane,2.6
Cal,2.4
UCLA,1.8
Illinois,1.5
Pittsburgh,1.3
FAU,0.8
Stanford,0.8
W Michigan,0.4
Oregon St,0.3
Purdue,0
Boston College,-0.5
Colorado,-1.1
Duke,-1.2
Wyoming,-1.4
Syracuse,-2
Arizona,-2.2
San Diego State,-2.3
Army,-2.3
West Virginia,-2.3
Houston,-2.4
W Kentucky,-2.9
Utah State,-3
Temple,-3.2
Southern Miss,-3.5
Fresno State,-3.5
Hawai'i,-4
Marshall,-4.2
Northwestern,-4.3
LA Tech,-4.3
Ohio,-4.7
Tulsa,-5
Arkansas State,-5.2
Buffalo,-5.4
NC State,-5.5
Ga Southern,-6
Ball State,-6.2
Maryland,-6.2
Troy,-7.2
Kansas,-7.2
Arkansas,-7.4
USF,-7.4
Cent Michigan,-7.5
E Michigan,-8
Vanderbilt,-8.1
Toledo,-8.3
UAB,-8.3
Georgia State,-8.9
Miami (OH),-9
Mid Tennessee,-9.1
Liberty,-9.2
Florida Intl,-9.2
San Jose State,-9.6
North Texas,-9.7
Georgia Tech,-9.7
Kent State,-10.1
Colorado State,-10.3
N Illinois,-10.4
C. Carolina,-11.2
Charlotte,-11.7
UL Monroe,-11.8
East Carolina,-12
Nevada,-14
UNLV,-14.8
Rice,-15.9
Rutgers,-16.4
New Mexico,-17.4
Texas State,-17.5
UTSA,-19.6
South Alabama,-20.1
Old Dominion,-21.4
New Mexico St,-22.6
UConn,-24.9
Bowling Green,-24.9
UTEP,-26.5
Akron,-27.4
UMass,-35.7
