Alabama,30.7
Ohio State,30.1
Clemson,26.4
Georgia,25.5
Oklahoma,24.5
LSU,24.1
Auburn,22.8
Penn State,22.5
Notre Dame,21.1
Oregon,20.7
Wisconsin,19.2
Florida,19
Washington,16.8
Michigan,15.2
Mich. St.,15
Texas A&M,14.5
Iowa,14
Utah,13.5
Missouri,13.2
UCF,13.2
Texas,13
Oklahoma State,11.8
USC,10.9
Iowa State,10.6
Miss St,10.3
S Carolina,10.3
Miami,9.3
TCU,8.5
Cincinnati,7.8
Washington St,7.8
Baylor,7.7
Kansas State,7.5
Duke,7.1
Boise State,7.1
Florida State,6.7
SMU,6.6
Virginia,6.2
Arizona State,6.1
Kentucky,5.6
Minnesota,5.5
North Carolina,5.4
Wake Forest,4.5
Memphis,4.1
Cal,3.9
Arizona,3.8
Indiana,3.8
Tennessee,3.6
Nebraska,3.5
UCLA,3.5
Utah State,3.3
Stanford,3.1
Louisiana,3.1
Tulane,2.9
Colorado,2.3
Maryland,2.2
Air Force,2
Louisville,1.9
BYU,1.9
Ole Miss,1.8
Texas Tech,1.6
Pittsburgh,1.6
Appalachian St,1.6
Houston,0.4
NC State,0.4
Hawai'i,0.4
Northwestern,0.2
Toledo,0.2
W Michigan,0.2
Syracuse,0.1
West Virginia,0
San Diego State,-1.3
Fresno State,-1.4
Oregon St,-1.7
Wyoming,-1.8
Vanderbilt,-2.2
Purdue,-2.3
Army,-2.5
Temple,-3.1
FAU,-3.3
Arkansas,-3.5
Virginia Tech,-3.6
Boston College,-3.8
Arkansas State,-4.1
Southern Miss,-4.4
Tulsa,-4.4
Navy,-4.6
North Texas,-4.9
Illinois,-5.3
Marshall,-5.5
Troy,-7.1
Ohio,-7.4
LA Tech,-8.4
N Illinois,-8.6
Ga Southern,-8.7
C. Carolina,-8.8
E Michigan,-9.2
USF,-9.3
Kent State,-9.7
W Kentucky,-9.9
Florida Intl,-10.1
Ball State,-10.3
Colorado State,-10.4
Kansas,-10.6
UAB,-11.1
Georgia Tech,-11.3
Liberty,-11.4
UL Monroe,-11.6
San Jose State,-11.8
Miami (OH),-11.8
Mid Tennessee,-12
Buffalo,-12.2
Georgia State,-12.3
Rutgers,-12.9
Texas State,-13
Cent Michigan,-13.2
Charlotte,-13.4
East Carolina,-14.8
New Mexico,-15
UNLV,-16.1
Rice,-16.6
Nevada,-17.3
Old Dominion,-20.4
New Mexico St,-20.7
UTSA,-21.5
South Alabama,-23.3
UConn,-23.7
Bowling Green,-23.8
UTEP,-25.6
Akron,-26.7
UMass,-29.9
