Ohio State,33.9
Clemson,30.6
Alabama,29.9
LSU,26.2
Georgia,24.7
Penn State,22.8
Oregon,22.5
Oklahoma,21.6
Florida,21.6
Michigan,21
Auburn,21
Utah,20.2
Wisconsin,20.1
Notre Dame,19
Texas A&M,14.8
Iowa,14.6
Minnesota,14
Washington,14
Iowa State,13.8
UCF,12.3
Baylor,12
USC,11.9
Texas,10.4
Washington St,9.8
Oklahoma State,9.4
Miami,8.9
Missouri,8.7
Cincinnati,8.4
Indiana,8.3
Miss St,8.2
Mich. St.,8.1
Memphis,7.8
TCU,7.7
Boise State,7.7
Tennessee,7.5
S Carolina,7.4
Kansas State,7.3
Virginia,6.8
Appalachian St,6.5
Kentucky,6.1
Air Force,6
SMU,5.4
Louisiana,5
Florida State,4.8
Arizona State,4.8
Ole Miss,4.6
North Carolina,4.6
Navy,4.4
Virginia Tech,3.5
BYU,3.4
Texas Tech,3.2
Pittsburgh,2.9
Wake Forest,2.8
Tulane,2.1
UCLA,2
Cal,2
Louisville,1.8
Stanford,1.5
Nebraska,1.2
FAU,0.7
Illinois,0.4
W Michigan,0.4
Boston College,-0.1
Oregon St,-0.4
Purdue,-0.4
Syracuse,-0.9
Duke,-0.9
Utah State,-1.2
Arizona,-1.4
Wyoming,-1.5
Fresno State,-1.9
Southern Miss,-1.9
San Diego State,-2.3
Colorado,-2.4
West Virginia,-2.4
Army,-2.7
Houston,-3.1
Maryland,-3.4
Marshall,-3.4
LA Tech,-3.7
Temple,-4
Hawai'i,-4.1
Tulsa,-4.3
Northwestern,-4.3
W Kentucky,-4.9
Troy,-4.9
NC State,-5.4
Arkansas State,-5.7
USF,-5.7
Ga Southern,-5.7
Ball State,-6.2
Ohio,-6.3
Buffalo,-7
Miami (OH),-7.4
Toledo,-7.5
Cent Michigan,-7.7
Arkansas,-7.9
Kansas,-8.4
N Illinois,-8.5
Vanderbilt,-8.9
Georgia State,-9
Liberty,-9
North Texas,-9.1
UAB,-9.4
San Jose State,-9.6
Mid Tennessee,-9.8
Georgia Tech,-9.9
Colorado State,-10.3
Kent State,-10.5
E Michigan,-10.8
Florida Intl,-11
C. Carolina,-11.6
East Carolina,-12
UL Monroe,-12.2
Charlotte,-13.3
UNLV,-15.3
Nevada,-15.8
Rutgers,-16.1
Rice,-16.6
New Mexico,-17.6
Texas State,-18.1
UTSA,-20
South Alabama,-20.7
Old Dominion,-21.6
New Mexico St,-22.4
Bowling Green,-23.4
UConn,-24.9
UTEP,-26.7
Akron,-29.3
UMass,-36.3
