Alabama,30.9
Ohio State,30.5
Clemson,26.3
Georgia,26.1
LSU,25
Oklahoma,24.2
Penn State,22.7
Notre Dame,21.5
Auburn,21.1
Wisconsin,21
Oregon,19.9
Florida,18.6
Michigan,14.9
Washington,14.5
Mich. St.,14.5
Texas A&M,14.5
Missouri,14
Iowa,13.6
Iowa State,13
Texas,12.9
Utah,12.9
UCF,12.7
USC,10.8
Baylor,10.5
S Carolina,10.2
Oklahoma State,10.2
Miss St,9.8
Cincinnati,8
Washington St,7.5
Miami,7.2
Boise State,7.2
Florida State,6.7
TCU,6.4
Duke,6.2
Virginia,6.2
Minnesota,6.2
Arizona State,6
North Carolina,5.5
SMU,5.5
Stanford,5.3
Memphis,5.2
Kentucky,5.2
Kansas State,5
Maryland,4.9
Cal,4.8
Arizona,4.6
Wake Forest,4.2
Tulane,4.1
Ole Miss,3.7
Indiana,3.7
Texas Tech,3.4
Louisiana,3
Tennessee,2.9
Nebraska,2.7
Pittsburgh,2.3
Utah State,1.8
Louisville,1.5
BYU,1.5
Appalachian St,1.4
UCLA,1.4
Colorado,1.1
Oregon St,1.1
Northwestern,0.7
Houston,0.6
Toledo,0.5
NC State,0.4
Air Force,0.4
Syracuse,0.3
Hawai'i,0.2
W Michigan,0.2
West Virginia,-0.1
San Diego State,-0.7
Virginia Tech,-1
Fresno State,-1.1
Wyoming,-1.6
Navy,-3
Temple,-3.1
Boston College,-3.1
Purdue,-3.1
FAU,-3.2
Army,-3.2
Arkansas,-3.3
Tulsa,-3.7
Vanderbilt,-4.5
Southern Miss,-4.5
North Texas,-4.7
Arkansas State,-6.1
Marshall,-6.6
Illinois,-7
Florida Intl,-7.5
Ohio,-7.6
USF,-7.7
LA Tech,-8.1
Troy,-8.5
W Kentucky,-8.5
Ball State,-9.4
Ga Southern,-9.4
C. Carolina,-9.5
Georgia State,-9.7
UAB,-10.3
Kansas,-10.5
N Illinois,-10.5
Mid Tennessee,-10.6
Cent Michigan,-10.7
Liberty,-11.3
Kent State,-11.5
San Jose State,-11.5
UL Monroe,-11.6
Colorado State,-11.6
Miami (OH),-11.7
Georgia Tech,-11.8
Buffalo,-12
E Michigan,-12.2
Texas State,-12.6
Charlotte,-13.5
East Carolina,-14.6
New Mexico,-15.7
Rutgers,-16.2
UNLV,-16.8
Rice,-17
Nevada,-17.9
UTSA,-20.5
New Mexico St,-21
Old Dominion,-21.7
South Alabama,-22.7
Bowling Green,-24.8
UConn,-25.3
UTEP,-26.2
Akron,-26.8
UMass,-31.9
