2020-09-03,South Alabama,32,Southern Miss,21
2020-09-03,UAB,45,Cent Arkansas,35
2020-09-05,Army,42,MTSU,0
2020-09-05,Marshall,59,E Kentucky,0
2020-09-05,Memphis,37,Arkansas St,24
2020-09-05,North Texas,57,Houston Bap,31
2020-09-05,SMU,31,Texas St,24
2020-09-05,UTEP,24,SF Austin,14
2020-09-07,BYU,55,Navy,3
2020-09-10,Miami FL,31,UAB,14
2020-09-12,Appalachian St,35,Charlotte,20
2020-09-12,Georgia Tech,16,Florida St,13
2020-09-12,Ga Southern,27,Campbell,26
2020-09-12,Louisville,35,WKU,21
2020-09-12,North Carolina,31,Syracuse,6
2020-09-12,Notre Dame,27,Duke,13
2020-09-12,Clemson,37,Wake Forest,13
2020-09-12,West Virginia,56,E Kentucky,10
2020-09-12,Louisiana,31,Iowa St,14
2020-09-12,Coastal Car,38,Kansas,23
2020-09-12,Arkansas St,35,Kansas St,31
2020-09-12,Oklahoma,48,Missouri St,0
2020-09-12,Tulane,27,South Alabama,24
2020-09-12,Texas,59,UTEP,3
2020-09-12,UT San Antonio,51,Texas St,48
2020-09-12,Texas Tech,35,Houston Bap,33
2020-09-12,South Florida,27,Citadel,6
2020-09-12,Army,37,ULM,7
2020-09-12,Pittsburgh,55,Austin Peay,0
2020-09-18,Coastal Car,43,Campbell,21
2020-09-19,Cincinnati,55,Austin Peay,20
2020-09-19,Boston College,26,Duke,6
2020-09-19,Louisiana,34,Georgia St,31
2020-09-19,UCF,49,Georgia Tech,21
2020-09-19,Miami FL,47,Louisville,34
2020-09-19,Marshall,17,Appalachian St,7
2020-09-19,NC State,45,Wake Forest,42
2020-09-19,Pittsburgh,21,Syracuse,10
2020-09-19,Texas St,38,ULM,17
2020-09-19,Troy,47,MTSU,14
2020-09-19,SMU,65,North Texas,35
2020-09-19,Louisiana Tech,31,Southern Miss,30
2020-09-19,Navy,27,Tulane,24
2020-09-19,Liberty,30,WKU,24
2020-09-19,Clemson,49,Citadel,0
2020-09-19,UT San Antonio,24,SF Austin,10
2020-09-19,UTEP,17,Abilene Chr,13
2020-09-19,Notre Dame,52,South Florida,0
2020-09-19,Oklahoma St,16,Tulsa,7
2020-09-24,UAB,42,South Alabama,10
2020-09-25,UT San Antonio,37,MTSU,35
2020-09-26,UCF,51,East Carolina,28
2020-09-26,Appalachian St,52,Campbell,21
2020-09-26,Miami FL,52,Florida St,10
2020-09-26,Pittsburgh,23,Louisville,20
2020-09-26,Tennessee,31,South Carolina,27
2020-09-26,Syracuse,37,Georgia Tech,20
2020-09-26,Georgia,37,Arkansas,10
2020-09-26,Auburn,29,Kentucky,13
2020-09-26,Baylor,47,Kansas,14
2020-09-26,Mississippi St,44,LSU,34
2020-09-26,Louisiana,20,Ga Southern,18
2020-09-26,Louisiana Tech,66,Houston Bap,38
2020-09-26,Alabama,38,Missouri,19
2020-09-26,Kansas St,38,Oklahoma,35
2020-09-26,Oklahoma St,27,West Virginia,13
2020-09-26,Florida,51,Mississippi,35
2020-09-26,SMU,50,SF Austin,7
2020-09-26,Iowa St,37,TCU,34
2020-09-26,Texas A&M,17,Vanderbilt,12
