Alabama,30.9
Clemson,30
Georgia,26.2
Michigan,22.1
Oklahoma,21.1
Ohio State,21.1
Notre Dame,20.1
Penn State,18.9
Miss St,18.4
Washington,17.1
West Virginia,16.7
Missouri,16.2
Florida,15.3
Utah,14.8
Iowa,14.7
LSU,14.2
Washington St,14
Texas A&M,14
Auburn,13.4
Stanford,13.1
Texas,13
Miami,12.7
UCF,12.1
Fresno State,11.7
Kentucky,10.9
Boise State,10.4
S Carolina,10.3
Utah State,10
Oregon,10
Mich. St.,9.9
Oklahoma State,9.8
Wisconsin,9.8
NC State,9.7
Iowa State,9.4
Texas Tech,9.4
Syracuse,9.3
Purdue,9.2
Georgia Tech,8.2
Boston College,7.8
Arizona State,7.5
Northwestern,7.3
Cincinnati,6.6
USC,6.5
TCU,6.3
Memphis,5.5
Appalachian St,5.2
Vanderbilt,4.9
Cal,4.7
Pitt,4.7
Maryland,4.7
Duke,4.6
UVA,4.5
Minnesota,3.4
Nebraska,3.1
Temple,3
Ole Miss,2.9
Ohio,2.6
Houston,2.6
VT,2.3
Arizona,2.2
Kansas State,2.1
Wake Forest,2
Baylor,2
Indiana,1.9
Tennessee,1.4
BYU,1.2
UCLA,1
FSU,0.6
Colorado,0.4
Army,0.4
Toledo,-0.1
North Texas,-0.5
Buffalo,-1.6
UAB,-1.7
Marshall,-1.8
Mid Tennessee,-2
UNC,-2.7
Ga Southern,-2.8
N Illinois,-2.9
Kansas,-3.1
Air Force,-3.5
San Diego State,-3.8
Troy,-3.9
Miami (OH),-4
Nevada,-4.2
E Michigan,-4.2
Arkansas State,-4.3
Tulane,-4.4
Wyoming,-4.8
FIU,-4.9
Arkansas,-5.2
FAU,-5.3
USF,-6.3
W Michigan,-6.5
LA Tech,-7
SMU,-7.6
Southern Miss,-8.2
Illinois,-8.4
Navy,-9.4
Tulsa,-10
Rutgers,-10.4
Louisiana,-11.2
Louisville,-12.3
Oregon St,-12.3
UL Monroe,-12.7
Hawai'i,-13.3
UMass,-13.3
Akron,-13.6
Charlotte,-14.1
UNLV,-14.4
Colorado State,-14.7
Ball State,-15.1
New Mexico,-15.1
C. Carolina,-15.6
ECU,-15.6
Old Dominion,-15.7
W Kentucky,-15.7
Liberty,-15.9
Cent Michigan,-16
San Jose State,-16.6
Georgia State,-18
Bowling Green,-18.6
Kent State,-19.3
UTSA,-21
Texas State,-21.2
New Mexico St,-21.3
South Alabama,-21.8
Rice,-23.5
UConn,-25
UTEP,-25.4
