Alabama,28.7
Clemson,25.7
Ohio State,24.7
Georgia,23.6
Penn State,22.1
Michigan,22.1
Oklahoma,21.5
Washington,19.1
Notre Dame,18.1
LSU,16.6
Florida,16.5
Miss St,15.2
Iowa,14.6
Texas A&M,14
Miami,14
Wisconsin,13.8
Utah,13.7
Texas,13.2
Mich. St.,13
West Virginia,13
Auburn,12.4
Stanford,11.9
Texas Tech,11.7
Duke,11.4
NC State,10.9
Kentucky,10.8
Fresno State,10.8
Oregon,10.3
Washington St,10.1
Missouri,10
TCU,9.5
Oklahoma State,9.5
UCF,9.4
S Carolina,9.1
VT,9
Boise State,9
Appalachian St,9
Iowa State,8.7
Utah State,8.6
USC,8.5
Purdue,8.4
Boston College,8.1
Arizona State,7.5
Syracuse,7.1
Northwestern,6.9
Georgia Tech,6.9
Maryland,5.8
Ole Miss,5.1
Memphis,5
Colorado,4.5
Cincinnati,4.2
FSU,4
Houston,4
Baylor,3.5
Minnesota,3.5
Army,3.3
UVA,3.3
Tennessee,2.8
North Texas,2.6
UCLA,2.2
Kansas State,1.3
Indiana,0.8
Arizona,0.8
USF,0.5
Vanderbilt,0.5
San Diego State,-0.3
Cal,-0.8
BYU,-0.9
Pitt,-1
Temple,-1.1
Wake Forest,-1.7
Nebraska,-1.9
Toledo,-2.2
LA Tech,-2.5
UAB,-2.7
Air Force,-3.6
W Michigan,-3.8
Kansas,-3.9
UNC,-3.9
Marshall,-3.9
N Illinois,-4
Arkansas,-4
Tulane,-4.2
Buffalo,-4.2
E Michigan,-4.6
Ga Southern,-5
Troy,-5.1
FAU,-5.4
FIU,-5.9
Louisville,-5.9
Miami (OH),-6
Ohio,-6.4
Mid Tennessee,-6.4
Arkansas State,-7.3
Tulsa,-7.3
Nevada,-7.4
Illinois,-7.8
New Mexico,-8.8
Wyoming,-9.2
SMU,-9.7
Southern Miss,-10
Oregon St,-10.6
Navy,-10.6
Ball State,-10.7
Akron,-11
Cent Michigan,-11.8
UMass,-12.6
Hawai'i,-12.9
Liberty,-13
UNLV,-13.5
Colorado State,-13.7
Louisiana,-14.7
C. Carolina,-14.8
Rutgers,-14.8
UL Monroe,-15.5
Georgia State,-15.9
W Kentucky,-15.9
ECU,-16.6
Charlotte,-16.8
Old Dominion,-16.9
UTSA,-18.5
Bowling Green,-19
Kent State,-19.3
South Alabama,-19.6
San Jose State,-21
New Mexico St,-21.4
UConn,-22.8
Texas State,-24.1
UTEP,-25
Rice,-26.2
