Alabama,28.5
Ohio State,26
Georgia,25.7
Clemson,25.6
Penn State,24.1
Michigan,20.9
Oklahoma,20.5
Notre Dame,19.9
Washington,19.1
Florida,15.9
Wisconsin,15.2
Miami,14.9
Miss St,14.9
West Virginia,14.6
Auburn,14.4
LSU,14.2
Texas,13.5
Texas A&M,13.4
Iowa,12.4
Stanford,11.9
Oklahoma State,11.9
Texas Tech,11.8
Utah,11.7
Mich. St.,11.4
Missouri,10.9
Kentucky,10.5
Boise State,10.4
Washington St,10.4
NC State,10.3
S Carolina,10.1
Oregon,10
Fresno State,10
Duke,9.8
VT,9.7
UCF,9.4
TCU,9.3
USC,8.7
Georgia Tech,7.9
Boston College,7.6
Utah State,7.6
Arizona State,7.5
Northwestern,7.1
Appalachian St,7.1
Iowa State,7
Syracuse,6.9
Purdue,5.3
Ole Miss,5.2
Maryland,5.1
Memphis,4.9
Colorado,4.7
Houston,4
FSU,3.9
Cincinnati,3.6
Cal,2.7
Arizona,2.6
Baylor,2.3
Indiana,2.2
UVA,2
Minnesota,1.8
North Texas,1.5
USF,1.1
Vanderbilt,0.9
Tennessee,0.6
San Diego State,0.5
Army,0
Kansas State,-0.8
Temple,-1.3
Wake Forest,-1.4
UCLA,-1.4
BYU,-1.6
Toledo,-2.1
Pitt,-2.4
Nebraska,-3.2
W Michigan,-3.3
Kansas,-3.3
Ga Southern,-3.7
Troy,-3.9
Air Force,-4.1
Tulane,-4.1
Illinois,-4.2
UNC,-4.3
Arkansas,-4.3
N Illinois,-4.4
Buffalo,-5.1
E Michigan,-5.2
Marshall,-5.2
UAB,-5.3
Arkansas State,-5.4
LA Tech,-5.5
FAU,-5.5
FIU,-5.8
Louisville,-5.9
Mid Tennessee,-6.2
Ohio,-6.9
Tulsa,-7.1
Miami (OH),-7.2
New Mexico,-8.1
Nevada,-8.4
Wyoming,-8.5
Southern Miss,-8.8
Navy,-10
SMU,-10.1
Akron,-10.4
Oregon St,-10.4
Ball State,-10.9
C. Carolina,-11.3
Hawai'i,-11.6
Cent Michigan,-11.8
UNLV,-12.3
UMass,-12.9
W Kentucky,-13.1
Colorado State,-13.9
Rutgers,-14.2
Liberty,-14.4
Louisiana,-15.8
ECU,-15.9
Old Dominion,-16.1
Georgia State,-16.2
UTSA,-17.3
UL Monroe,-18
San Jose State,-18.1
Kent State,-18.2
Bowling Green,-20.1
Charlotte,-20.6
New Mexico St,-20.9
South Alabama,-21.1
UConn,-22.9
Rice,-24.2
UTEP,-25.2
Texas State,-25.3
