9/3/2015,Georgia Tech,69,Alcorn St,6
9/3/2015,Duke,37,Tulane,7
9/3/2015,Utah,24,Michigan,17
9/3/2015,San Jose St,43,New Hampshire,13
9/3/2015,Ohio,45,Idaho,28
9/3/2015,South Carolina,17,North Carolina,13
9/3/2015,TCU,23,Minnesota,17
9/3/2015,Ball St,48,VMI,36
9/3/2015,Connecticut,20,Villanova,15
9/3/2015,Wake Forest,41,Elon,3
9/3/2015,Nevada,31,UC Davis,17
9/3/2015,Arizona,42,UT San Antonio,32
9/3/2015,WKU,14,Vanderbilt,12
9/3/2015,Florida Intl,15,UCF,14
9/3/2015,Fresno St,34,Abilene Chr,13
9/3/2015,Utah St,12,Southern Utah,9
9/3/2015,Hawaii,28,Colorado,20
9/3/2015,Oklahoma St,24,C Michigan,13
9/4/2015,Charlotte,23,Georgia St,20
9/4/2015,Boise St,16,Washington,13
9/4/2015,Michigan St,37,W Michigan,24
9/4/2015,Baylor,56,SMU,21
9/4/2015,Fordham,37,Army,35
9/4/2015,Oregon St,26,Weber St,7
9/4/2015,Syracuse,47,Rhode Island,0
9/5/2015,NC State,49,Troy,21
9/5/2015,Clemson,49,Wofford,10
9/5/2015,Missouri,34,SE Missouri St,3
9/5/2015,Mississippi,76,TN Martin,3
9/5/2015,Rice,56,Wagner,16
9/5/2015,East Carolina,28,Towson,20
9/5/2015,Pittsburgh,45,Youngstown St,37
9/5/2015,Air Force,63,Morgan St,7
9/5/2015,Alabama,35,Wisconsin,17
9/5/2015,UCLA,34,Virginia,16
9/5/2015,Arkansas,48,UTEP,13
9/5/2015,Old Dominion,38,E Michigan,34
9/5/2015,Miami OH,26,Presbyterian,7
9/5/2015,Buffalo,51,Albany NY,14
9/5/2015,S Dakota St,41,Kansas,38
9/5/2015,North Dakota,24,Wyoming,13
9/5/2015,Kansas St,34,South Dakota,0
9/5/2015,Colorado St,65,Savannah St,13
9/5/2015,Portland St,24,Washington St,17
9/5/2015,Cincinnati,52,Alabama A&M,10
9/5/2015,Tulsa,47,FL Atlantic,44
9/5/2015,Auburn,31,Louisville,24
9/5/2015,Boston College,24,Maine,3
9/5/2015,South Florida,51,Florida A&M,3
9/5/2015,West Virginia,44,Ga Southern,0
9/5/2015,California,73,Grambling,14
9/5/2015,Appalachian St,49,Howard,0
9/5/2015,Iowa,31,Illinois St,14
9/5/2015,Miami FL,45,Bethune-Cookman,0
9/5/2015,South Alabama,33,Gardner Webb,23
9/5/2015,Texas A&M,38,Arizona St,17
9/5/2015,USC,55,Arkansas St,6
9/5/2015,Oklahoma,41,Akron,3
9/5/2015,Oregon,61,E Washington,42
9/5/2015,Tennessee,59,Bowling Green,30
9/5/2015,BYU,33,Nebraska,28
9/5/2015,Mississippi St,34,Southern Miss,16
9/5/2015,New Mexico,66,MS Valley St,0
9/5/2015,N Illinois,38,UNLV,30
9/5/2015,Florida,61,New Mexico St,13
9/5/2015,Georgia,51,ULM,14
9/5/2015,Iowa St,31,Northern Iowa,7
9/5/2015,Houston,52,Tennessee Tech,24
9/5/2015,Notre Dame,38,Texas,3
9/5/2015,Northwestern,16,Stanford,6
9/5/2015,Texas Tech,59,Sam Houston St,45
9/5/2015,Indiana,48,S Illinois,47
9/5/2015,Louisiana Tech,62,Southern Univ,15
9/5/2015,Florida St,59,Texas St,16
9/5/2015,Memphis,63,Missouri St,7
9/5/2015,Kentucky,40,ULL,33
9/5/2015,Rutgers,63,Norfolk St,13
9/5/2015,Temple,27,Penn St,10
9/5/2015,Maryland,50,Richmond,21
9/5/2015,Navy,48,Colgate,10
9/5/2015,MTSU,70,Jackson St,14
9/5/2015,San Diego St,37,San Diego,3
9/5/2015,Illinois,52,Kent,3
9/6/2015,Marshall,41,Purdue,31
9/7/2015,Ohio St,42,Virginia Tech,24
9/10/2015,WKU,41,Louisiana Tech,38
9/11/2015,Miami FL,44,FL Atlantic,20
9/11/2015,Utah,24,Utah St,14
9/12/2015,Notre Dame,34,Virginia,27
9/12/2015,SMU,31,North Texas,13
9/12/2015,ULM,47,Nicholls St,0
9/12/2015,North Carolina,53,NC A&T,14
9/12/2015,Missouri,27,Arkansas St,20
9/12/2015,N Illinois,57,Murray St,26
9/12/2015,Alabama,37,MTSU,10
9/12/2015,Minnesota,23,Colorado St,20
9/12/2015,Wisconsin,58,Miami OH,0
9/12/2015,Colorado,48,Massachusetts,14
9/12/2015,Texas,42,Rice,28
9/12/2015,Pittsburgh,24,Akron,7
9/12/2015,Texas St,63,Prairie View,24
9/12/2015,California,35,San Diego St,7
9/12/2015,Air Force,37,San Jose St,16
9/12/2015,Michigan St,31,Oregon,28
9/12/2015,Old Dominion,24,Norfolk St,10
9/12/2015,Michigan,35,Oregon St,7
9/12/2015,Oklahoma,31,Tennessee,24
9/12/2015,Temple,34,Cincinnati,26
9/12/2015,TCU,70,SF Austin,7
9/12/2015,Purdue,38,Indiana St,14
9/12/2015,Iowa,31,Iowa St,17
9/12/2015,LSU,21,Mississippi St,19
9/12/2015,Kansas St,30,UT San Antonio,3
9/12/2015,Memphis,55,Kansas,23
9/12/2015,Ohio,21,Marshall,10
9/12/2015,Kentucky,26,South Carolina,22
9/12/2015,Boston College,76,Howard,0
9/12/2015,USC,59,Idaho,9
9/12/2015,Ohio St,38,Hawaii,0
9/12/2015,Houston,34,Louisville,31
9/12/2015,Mississippi,73,Fresno St,21
9/12/2015,Georgia,31,Vanderbilt,14
9/12/2015,Arizona St,35,Cal Poly,21
9/12/2015,Virginia Tech,42,Furman,3
9/12/2015,Northwestern,41,E Illinois,0
9/12/2015,NC State,35,E Kentucky,0
9/12/2015,E Michigan,48,Wyoming,29
9/12/2015,Florida,31,East Carolina,24
9/12/2015,Kent,45,Delaware St,13
9/12/2015,Bowling Green,48,Maryland,27
9/12/2015,Clemson,41,Appalachian St,10
9/12/2015,Arizona,44,Nevada,20
9/12/2015,Texas A&M,56,Ball St,23
9/12/2015,BYU,35,Boise St,24
9/12/2015,Connecticut,22,Army,17
9/12/2015,Southern Miss,52,Austin Peay,6
9/12/2015,C Michigan,31,Monmouth NJ,10
9/12/2015,Florida St,34,South Florida,14
9/12/2015,Washington,49,CS Sacramento,0
9/12/2015,Duke,55,NC Central,0
9/12/2015,Troy,44,Charleston So,16
9/12/2015,Charlotte,34,Presbyterian,10
9/12/2015,Oklahoma St,32,Cent Arkansas,8
9/12/2015,Indiana,36,Florida Intl,22
9/12/2015,Georgia St,34,New Mexico St,32
9/12/2015,Baylor,66,Lamar,31
9/12/2015,Nebraska,48,South Alabama,9
9/12/2015,Texas Tech,69,UTEP,20
9/12/2015,Toledo,16,Arkansas,12
9/12/2015,Georgia Tech,65,Tulane,10
9/12/2015,Tulsa,40,New Mexico,21
9/12/2015,UCLA,37,UNLV,3
9/12/2015,Syracuse,30,Wake Forest,17
9/12/2015,West Virginia,41,Liberty,17
9/12/2015,Auburn,27,Jacksonville St,20
9/12/2015,Penn St,27,Buffalo,14
9/12/2015,Stanford,31,UCF,7
9/12/2015,Ga Southern,43,W Michigan,17
9/12/2015,Illinois,44,W Illinois,0
9/12/2015,Washington St,37,Rutgers,34
9/12/2015,ULL,44,Northwestern LA,17
9/17/2015,Clemson,20,Louisville,17
9/18/2015,Florida St,14,Boston College,0
9/18/2015,Boise St,52,Idaho St,0
9/18/2015,Arizona St,34,New Mexico,10
9/19/2015,Texas A&M,44,Nevada,27
9/19/2015,NC State,38,Old Dominion,14
9/19/2015,Northwestern,19,Duke,10
9/19/2015,Arizona,77,Northern Arizona,13
9/19/2015,Ohio St,20,N Illinois,13
9/19/2015,W Michigan,52,Murray St,20
9/19/2015,Miami FL,36,Nebraska,33
9/19/2015,Michigan,28,UNLV,7
9/19/2015,Mississippi,43,Alabama,37
9/19/2015,Stanford,41,USC,31
9/19/2015,Temple,25,Massachusetts,23
9/19/2015,Arkansas St,70,Missouri St,7
9/19/2015,TCU,56,SMU,37
9/19/2015,Southern Miss,56,Texas St,50
9/19/2015,Mississippi St,62,Northwestern LA,13
9/19/2015,Marshall,45,Norfolk St,7
9/19/2015,Iowa,27,Pittsburgh,24
9/19/2015,Oregon St,35,San Jose St,21
9/19/2015,Georgia,52,South Carolina,20
9/19/2015,Penn St,28,Rutgers,3
9/19/2015,Rice,38,North Texas,24
9/19/2015,Toledo,30,Iowa St,23
9/19/2015,Minnesota,10,Kent,7
9/19/2015,Tulane,38,Maine,7
9/19/2015,Kansas St,39,Louisiana Tech,33
9/19/2015,Memphis,44,Bowling Green,41
9/19/2015,Florida,14,Kentucky,9
9/19/2015,Furman,16,UCF,15
9/19/2015,Notre Dame,30,Georgia Tech,22
9/19/2015,North Carolina,48,Illinois,14
9/19/2015,Syracuse,30,C Michigan,27
9/19/2015,Cincinnati,37,Miami OH,33
9/19/2015,UCLA,24,BYU,23
9/19/2015,California,45,Texas,44
9/19/2015,Ga Southern,48,Citadel,13
9/19/2015,Colorado,27,Colorado St,24
9/19/2015,Missouri,9,Connecticut,6
9/19/2015,Ball St,28,E Michigan,17
9/19/2015,Vanderbilt,47,Austin Peay,7
9/19/2015,LSU,45,Auburn,21
9/19/2015,Michigan St,35,Air Force,21
9/19/2015,Tennessee,55,W Carolina,10
9/19/2015,Indiana,38,WKU,35
9/19/2015,Virginia,35,William & Mary,29
9/19/2015,Wisconsin,28,Troy,3
9/19/2015,Buffalo,33,FL Atlantic,15
9/19/2015,Washington St,31,Wyoming,14
9/19/2015,Virginia Tech,51,Purdue,24
9/19/2015,Wake Forest,17,Army,14
9/19/2015,Washington,31,Utah St,17
9/19/2015,Utah,45,Fresno St,24
9/19/2015,Oklahoma,52,Tulsa,38
9/19/2015,UTEP,50,New Mexico St,47
9/19/2015,Texas Tech,35,Arkansas,24
9/19/2015,South Alabama,34,San Diego St,27
9/19/2015,Oklahoma St,69,UT San Antonio,14
9/19/2015,Oregon,61,Georgia St,28
9/19/2015,Ohio,35,SE Louisiana,14
9/19/2015,Hawaii,47,UC Davis,27
9/19/2015,Florida Intl,39,NC Central,14
9/19/2015,Akron,52,Savannah St,9
9/19/2015,Maryland,35,South Florida,17
9/19/2015,MTSU,73,Charlotte,14
9/19/2015,Navy,45,East Carolina,21
9/19/2015,Idaho,41,Wofford,38
9/24/2015,Memphis,53,Cincinnati,46
9/25/2015,Boise St,56,Virginia,14
9/25/2015,Stanford,42,Oregon St,24
9/26/2015,Florida,28,Tennessee,27
9/26/2015,TCU,55,Texas Tech,52
9/26/2015,Texas A&M,28,Arkansas,21
9/26/2015,Nebraska,36,Southern Miss,28
9/26/2015,USC,42,Arizona St,14
9/26/2015,Georgia,48,Southern Univ,6
9/26/2015,Houston,59,Texas St,14
9/26/2015,Baylor,70,Rice,17
9/26/2015,Penn St,37,San Diego St,21
9/26/2015,Minnesota,27,Ohio,24
9/26/2015,Oklahoma St,30,Texas,27
9/26/2015,Mississippi St,17,Auburn,9
9/26/2015,Kentucky,21,Missouri,13
9/26/2015,Navy,28,Connecticut,18
9/26/2015,Notre Dame,62,Massachusetts,27
9/26/2015,WKU,56,Miami OH,14
9/26/2015,Illinois,27,MTSU,25
9/26/2015,Boston College,17,N Illinois,14
9/26/2015,Alabama,34,ULM,0
9/26/2015,Colorado,48,Nicholls St,0
9/26/2015,NC State,63,South Alabama,13
9/26/2015,Iowa,62,North Texas,16
9/26/2015,Nevada,24,Buffalo,21
9/26/2015,New Mexico,38,Wyoming,28
9/26/2015,Northwestern,24,Ball St,19
9/26/2015,Army,58,E Michigan,36
9/26/2015,Akron,35,ULL,14
9/26/2015,Toledo,37,Arkansas St,7
9/26/2015,Appalachian St,49,Old Dominion,0
9/26/2015,California,30,Washington,24
9/26/2015,Michigan,31,BYU,0
9/26/2015,Bowling Green,35,Purdue,28
9/26/2015,North Carolina,41,Delaware,14
9/26/2015,Michigan St,30,C Michigan,10
9/26/2015,Colorado St,33,UT San Antonio,31
9/26/2015,Indiana,31,Wake Forest,24
9/26/2015,Duke,34,Georgia Tech,20
9/26/2015,Wisconsin,28,Hawaii,0
9/26/2015,San Jose St,49,Fresno St,23
9/26/2015,Marshall,36,Kent,29
9/26/2015,West Virginia,45,Maryland,6
9/26/2015,LSU,34,Syracuse,24
9/26/2015,UNLV,80,Idaho St,8
9/26/2015,James Madison,48,SMU,45
9/26/2015,Rutgers,27,Kansas,14
9/26/2015,Ohio St,38,W Michigan,12
9/26/2015,Louisville,45,Samford,3
9/26/2015,South Carolina,31,UCF,14
